,PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,PROP_AGE
1486,607,2,1026,29,1,1,3,1,1,0,0,2,3,4,4,3,3,319970,63994,12798800,32
1487,3051,4,1375,151,2,2,4,0,0,2,2,2,0,4,3,2,3,242676,135447,5643625,26
1488,2295,4,728,97,1,1,2,1,0,1,2,1,0,4,4,3,3,135229,64675,2939750,33
1489,197,1,1807,70,2,1,5,1,0,2,1,1,4,3,3,2,3,468129,156043,13003580,26
1490,2734,4,1333,31,2,2,4,4,0,0,2,1,3,4,3,3,3,359585,174933,9718500,6
1491,657,2,1093,142,1,1,3,0,1,1,0,2,4,3,3,2,3,265752,104403,9491150,25
1492,6117,0,1191,152,1,1,3,4,0,2,2,2,1,3,4,3,3,263226,100645,7741945,23
1493,3479,5,1984,156,2,1,5,1,1,2,0,0,4,2,2,3,3,620346,301790,16766120,5
1494,1092,4,888,9,1,1,2,3,1,1,2,0,2,3,5,3,4,295447,64228,6422750,33
1495,189,2,1100,102,1,1,3,0,1,0,2,0,5,3,4,4,4,444780,222390,14826000,24
1496,2772,2,1294,90,2,1,4,0,1,0,2,0,3,3,5,2,3,440783,258390,15199400,20
1497,3085,6,1904,89,3,2,5,1,0,2,1,2,3,2,5,3,3,392282,110644,10058510,53
1498,3506,4,1045,34,1,1,3,2,1,2,1,2,5,2,4,2,3,419630,128458,8563875,18
1499,2616,4,1253,200,1,1,3,4,0,1,2,2,2,2,2,4,3,217323,120735,6036750,7
1500,3915,3,1472,138,2,1,4,0,0,0,2,0,4,4,2,3,3,514242,184600,13185700,25
1501,5238,1,1765,97,1,1,4,2,0,0,0,0,5,3,4,3,3,650414,121953,20325440,37
1502,877,5,1634,65,1,1,4,0,1,1,2,0,5,2,2,3,2,469968,147704,13427670,31
1503,3620,3,1823,52,3,2,5,2,1,0,0,0,4,2,2,2,2,516554,371273,16142300,25
1504,5815,3,2404,71,4,2,6,4,1,2,0,2,4,2,3,4,3,554568,229943,13526040,8
1505,4264,2,985,2,1,1,3,1,0,1,0,0,5,4,4,3,4,239336,153175,9573450,27
1506,369,2,826,116,1,1,3,2,1,1,0,2,5,3,4,2,3,255931,36562,9140400,20
1507,5124,2,705,110,1,1,2,1,0,1,0,2,4,3,5,4,4,194888,112436,7495700,18
1508,5778,2,987,9,1,1,3,4,0,1,2,1,4,2,4,3,3,185396,51911,7415850,11
1509,5522,3,1625,100,2,1,4,1,1,2,2,2,3,4,2,3,3,306962,184177,10232060,28
1510,2946,6,1729,56,2,1,4,4,1,1,0,1,0,3,2,3,2,291940,149713,7485650,15
1511,1903,1,1791,165,1,1,4,0,1,0,2,2,3,4,2,2,3,809394,121409,20234860,8
1512,150,2,1019,16,1,1,3,3,1,2,0,0,4,2,2,2,2,278526,123789,10315780,21
1513,772,2,1212,43,2,1,4,3,0,0,2,1,3,2,4,5,4,396262,111449,12383200,28
1514,5784,0,1234,129,2,2,4,3,0,2,0,1,0,3,2,3,3,222457,96398,7415240,16
1515,1706,4,850,114,1,1,2,3,0,2,1,1,0,3,2,2,2,117538,67673,3561750,8
1516,2992,0,662,138,1,1,2,1,1,0,2,0,0,4,2,2,2,265443,26544,8848105,27
1517,3228,4,1555,113,2,2,4,3,0,0,2,1,0,2,2,4,3,297347,139928,8745500,38
1518,254,1,1711,7,1,1,4,2,1,1,1,1,3,4,2,4,3,302833,145808,11216030,29
1519,5090,2,1064,68,1,1,3,0,1,0,0,1,5,3,3,2,3,422925,39649,13216400,36
1520,1914,2,816,123,1,1,3,3,1,1,2,1,5,2,4,2,3,246834,32911,8227800,32
1521,6157,0,1252,15,2,2,4,2,1,1,1,1,2,2,2,2,2,324132,85298,8529780,12
1522,1198,6,1917,200,3,2,5,0,0,1,1,1,2,4,2,3,2,280961,72247,8027460,28
1523,4833,2,1013,63,1,1,3,0,1,1,0,0,5,4,2,3,3,333797,93880,10431150,17
1524,2811,2,1080,4,1,1,3,2,0,1,2,1,5,4,2,3,3,266211,108148,8319100,14
1525,4262,4,627,154,1,1,2,1,0,2,2,1,5,3,2,2,2,280401,118391,6231125,10
1526,222,2,1058,200,1,1,3,4,1,0,1,2,3,2,5,2,3,402503,48788,12197050,27
1527,2827,2,951,117,1,1,3,4,0,0,2,0,4,2,4,4,3,325398,162699,11621350,25
1529,1520,4,575,86,1,1,2,2,0,1,0,0,0,4,3,3,3,131183,43728,3975250,9
1530,136,2,737,93,1,1,2,0,1,0,2,1,3,3,3,2,3,312030,113465,9455450,27
1531,6593,0,706,23,1,1,2,0,0,2,1,2,0,3,4,4,4,197132,5055,5054675,25
1532,1192,4,1109,7,1,1,3,3,0,1,2,0,0,3,4,5,4,176987,130138,5205500,24
1533,1679,2,1211,170,2,1,4,1,0,1,1,0,3,3,3,2,3,239519,27637,9212250,11
1534,1763,4,1450,114,2,2,4,3,0,1,2,0,2,2,3,2,2,282500,117134,6890250,39
1535,6296,0,1277,48,2,2,4,4,0,0,1,0,2,4,4,3,4,503434,176882,13606320,28
1536,3140,5,1568,120,1,1,4,1,0,2,0,0,3,3,2,3,3,320072,153635,12802880,17
1537,4805,0,995,16,1,1,3,0,0,0,0,0,3,2,4,2,2,389504,48688,12171985,39
1538,4085,4,1304,80,1,1,3,0,1,2,2,2,1,3,2,4,3,295746,154595,6721500,38
1539,2691,4,561,115,1,1,2,2,0,1,0,0,2,3,4,4,4,235188,79964,4703750,34
1540,3783,4,831,63,1,1,2,1,0,1,2,0,3,3,2,3,3,304163,66916,6083250,33
1541,547,1,1811,143,2,1,5,2,1,1,2,0,4,3,2,3,3,432321,216161,13510040,27
1542,4121,3,1563,122,2,1,4,0,0,0,2,2,5,5,5,2,4,429046,221443,13840180,19
1543,5590,2,1107,36,1,1,3,4,0,0,2,0,4,3,3,4,3,358626,39847,13282450,7
1544,579,2,910,10,1,1,3,4,0,1,1,0,4,3,3,2,3,243280,102021,7847750,21
1545,2934,5,1512,163,1,1,4,4,1,0,0,2,4,2,4,4,3,537406,148250,18531240,7
1546,3828,2,1061,141,1,1,3,1,1,2,2,2,5,3,3,2,3,304066,73395,10485020,35
1547,6724,6,1851,100,3,2,5,4,0,2,1,2,5,4,3,4,4,356633,200606,11144770,16
1548,625,1,1655,157,1,1,4,0,1,0,2,0,5,2,4,4,3,658772,144106,20586630,24
1549,1634,4,895,44,1,1,3,1,0,1,1,0,2,2,3,4,3,168563,48938,5437500,48
1550,4011,4,1192,146,1,1,3,1,0,2,1,2,5,5,4,2,3,414228,120817,8629750,8
1551,4320,6,1670,197,2,1,4,4,0,2,2,1,3,4,3,2,3,252573,57033,8147530,39
1552,2024,1,1532,153,1,1,4,3,0,1,0,2,4,4,4,4,4,395546,67808,11301300,25
1553,6790,6,1896,188,3,2,5,2,0,2,0,1,3,2,4,2,3,386563,109030,9911860,13
1554,1951,4,1296,166,1,1,3,4,1,2,0,1,1,3,2,2,2,281102,78447,6537250,11
1555,4160,3,2045,161,3,2,5,2,1,0,2,2,4,3,2,4,3,559590,406974,16957260,13
1556,1081,0,722,22,1,1,2,4,0,1,2,2,1,3,2,2,2,201816,10622,5310935,9
1557,1836,0,637,197,1,1,2,4,1,0,0,2,4,3,2,4,3,391348,42308,10576965,11
1558,6562,6,1519,109,2,1,4,4,1,0,0,1,3,3,4,4,3,405836,114141,12682380,44
1559,2839,4,1107,41,1,1,3,0,0,1,2,0,0,3,3,2,2,178480,89240,4462000,46
1560,6215,1,1788,113,1,1,4,4,1,1,0,2,5,4,3,3,3,516103,176561,13581650,25
1561,3847,4,923,75,1,1,3,2,1,0,2,2,0,3,3,2,3,257136,80814,7346750,13
1562,2557,2,1261,181,2,1,4,1,1,1,2,2,3,2,2,3,2,294683,127696,9822750,21
1563,3387,5,1773,182,1,1,4,3,0,2,2,0,5,2,3,2,2,423038,267924,14101250,33
1564,3447,2,1104,124,1,1,3,4,1,2,0,2,3,2,3,4,3,281829,145773,9718230,5
1565,474,2,883,31,1,1,3,1,0,1,2,1,5,3,3,5,3,210096,108939,7781350,37
1566,3934,4,1639,7,2,2,4,1,1,2,2,1,3,3,3,2,3,272602,193460,8793625,38
1567,1439,4,910,190,1,1,3,1,0,2,0,2,2,4,3,4,4,173685,140069,5602750,50
1568,1361,4,1572,152,2,2,4,1,1,2,2,1,0,3,3,4,4,308867,147719,6714500,48
1569,1582,3,1854,139,3,2,5,4,1,2,2,2,3,3,3,4,3,437922,229909,10948060,9
1570,4251,4,1219,27,1,1,3,2,1,2,2,1,1,3,3,2,3,279362,89158,5943875,35
1571,3318,0,1033,18,1,1,3,2,1,1,2,2,2,3,4,3,3,264785,40119,8023795,33
1572,5625,0,861,153,1,1,3,1,1,1,1,2,1,3,2,3,3,235199,98632,7587075,5
1573,6485,2,963,170,1,1,3,2,1,1,2,2,3,3,2,3,2,222432,103272,7944000,36
1574,6923,6,1537,71,2,1,4,2,0,2,0,0,0,2,4,4,4,298736,97089,7468400,45
1575,2349,4,1579,118,2,2,4,2,0,0,0,2,0,4,2,2,3,345710,93435,9343500,46
1576,5793,5,1925,35,2,1,5,4,1,1,1,2,3,3,4,3,3,317209,203013,12688340,27
1577,1244,4,1584,86,2,2,4,0,0,0,2,1,2,3,3,4,3,482782,209905,10495250,11
1578,6393,5,1829,31,2,1,5,2,1,1,2,2,5,2,4,2,3,512246,227665,14229060,8
1579,5150,6,1761,5,2,1,4,0,0,0,2,1,0,2,4,3,3,386251,159044,11360310,52
1580,3176,4,1204,150,1,1,3,0,1,2,2,1,3,3,4,2,3,268281,149045,7452250,21
1581,817,2,1165,108,1,1,3,4,0,1,2,1,5,4,3,3,3,262280,98355,8196250,39
1582,6324,2,1109,48,1,1,3,1,0,1,1,2,4,2,3,4,3,235275,34856,8713900,18
1583,661,2,818,66,1,1,3,1,1,0,0,2,3,5,4,4,4,305559,188036,11752250,7
1584,59,5,1600,153,1,1,4,4,0,1,1,0,5,2,4,2,2,415246,195410,12213120,11
1585,3403,4,1170,160,1,1,3,1,0,2,2,2,5,3,3,2,3,407803,141483,8322500,29
1586,4868,2,1288,78,2,1,4,2,0,1,2,1,5,2,3,2,2,232310,151895,8935000,28
1587,2661,1,1598,104,1,1,4,2,1,1,2,0,5,3,2,4,3,454192,66793,13358600,25
1588,812,2,722,142,1,1,2,2,0,2,0,2,3,2,2,4,2,168850,32471,6494240,34
1589,568,2,798,172,1,1,2,4,0,1,0,1,4,4,3,3,3,194585,71348,6486150,25
1590,3974,4,933,15,1,1,3,3,1,0,0,0,1,2,4,3,3,349800,139920,8745000,20
1591,1006,2,1086,124,1,1,3,1,1,0,1,2,4,2,4,3,3,434676,182283,14021800,4
1592,1875,3,1952,0,3,2,5,1,0,1,2,2,3,4,4,4,4,483558,145067,9671160,28
1593,1858,2,1052,113,1,1,3,4,0,2,2,2,3,3,4,4,4,196787,47229,7871490,35
1594,1096,6,1786,22,2,1,4,4,0,0,2,2,3,3,4,2,3,454563,113641,14205080,14
1595,4138,4,1652,107,2,2,4,1,0,2,2,2,0,3,2,2,2,224464,105218,7014500,8
1596,2319,4,1607,105,2,2,4,4,1,1,2,2,0,2,2,4,3,186818,137000,6227250,45
1597,5591,2,1229,20,2,1,4,0,0,1,0,1,3,2,5,3,3,222515,79470,7946950,25
1598,2446,5,1902,130,2,1,5,0,0,0,0,2,3,3,2,3,2,544913,262366,20181980,29
1599,3234,6,1677,22,2,1,4,3,0,0,0,0,0,2,3,4,3,406252,165040,12695370,26
1600,164,2,979,9,1,1,3,1,1,1,2,1,4,3,4,4,4,250856,98551,8959150,9
1601,5131,0,655,25,1,1,2,2,0,0,1,1,3,3,4,3,4,253588,47548,7924640,35
1602,6636,2,947,110,1,1,3,2,1,0,1,2,4,3,3,2,3,320431,189885,11867800,40
1603,1840,6,1882,179,3,2,5,4,0,0,1,2,0,2,3,4,3,434072,210835,12402070,51
1604,27,2,963,97,1,1,3,4,1,1,2,1,4,3,4,2,3,223031,107385,8260400,16
1605,6539,2,1055,7,1,1,3,3,1,0,2,1,3,3,4,2,3,350001,181035,12069000,20
1606,3999,4,1390,6,2,2,4,4,0,2,2,1,2,3,4,2,3,291085,106929,5940500,39
1607,5045,6,1599,65,2,1,4,1,1,2,2,1,0,3,4,3,3,295614,55927,7989570,31
1608,4236,4,1591,184,2,2,4,3,0,1,1,2,5,4,4,4,4,395595,87910,8791000,22
1609,4137,4,1265,81,1,1,3,2,1,0,1,2,2,3,4,2,3,401080,90243,10027000,24
1610,4533,0,870,5,1,1,3,0,1,0,0,2,2,2,3,2,2,411107,44444,11111010,34
1611,4240,0,1122,178,1,1,3,3,1,2,0,1,1,4,2,4,4,292369,17198,8599095,13
1612,2238,0,613,172,1,1,2,0,1,2,2,2,2,2,2,4,3,241316,73735,6703210,34
1613,6772,6,1670,52,2,1,4,0,1,1,1,2,0,4,4,4,4,309829,81534,8153390,12
1614,4037,3,1338,116,2,1,4,3,0,0,0,0,4,3,3,2,3,411103,231246,12846980,9
1615,2729,3,1319,129,1,1,3,0,0,2,2,2,3,3,3,3,3,375685,86095,7826780,30
1616,2605,3,1710,130,2,1,4,2,1,1,2,2,5,2,3,2,2,395213,197607,10978140,7
1617,5750,1,1938,71,2,1,5,4,1,1,1,1,3,3,4,2,3,342263,118022,11802180,44
1618,1714,4,1058,39,1,1,3,3,1,2,2,1,5,2,4,4,3,260044,159382,8388500,17
1619,2481,2,1251,133,2,1,4,0,0,0,0,0,4,3,3,2,3,370236,213598,14239850,35
1620,536,1,1710,32,1,1,4,4,0,0,2,0,3,3,3,3,3,603899,347700,18299980,39
1621,2201,0,617,89,1,1,2,4,0,2,2,2,1,3,3,4,3,186882,54097,4917940,36
1622,6336,0,916,107,1,1,3,4,0,2,0,0,0,2,2,2,2,228552,30885,6177070,38
1623,327,2,1027,47,1,1,3,2,0,1,1,1,5,2,2,4,3,207122,61370,7671200,36
1624,5884,0,1223,99,2,2,4,4,0,2,0,1,0,4,3,4,4,248308,27590,6897450,30
1625,1668,3,1422,113,2,1,4,2,1,0,2,2,5,4,4,4,4,683088,153346,13940580,19
1626,5710,2,1081,93,1,1,3,0,1,0,0,1,3,2,4,3,3,358733,49480,12370100,26
1627,6976,6,1603,138,2,1,4,0,1,0,2,0,2,3,2,4,3,564106,155129,14102650,25
1628,6586,1,1762,3,1,1,4,1,1,2,2,2,4,3,4,2,3,411112,249604,14682580,15
1629,3867,0,1219,108,2,2,4,2,0,1,2,1,2,2,3,2,2,281210,59202,7400260,24
1630,5208,3,1953,30,3,2,5,0,1,1,2,2,3,4,4,3,4,483582,216069,10288980,29
1631,4374,4,1208,198,1,1,3,0,0,2,2,0,1,4,4,4,4,229599,51022,6377750,21
1632,4387,4,849,173,1,1,2,4,1,0,2,2,0,2,2,4,3,214634,145193,6312750,37
1633,4285,4,522,95,1,1,2,0,0,1,0,0,1,4,4,2,3,205049,109069,4362750,17
1634,1495,4,1610,195,2,2,4,4,0,0,2,0,4,3,3,3,3,525851,225365,12520250,31
1635,3551,3,1945,72,3,2,5,0,1,1,2,0,3,2,3,2,2,509220,108345,10834460,23
1636,4941,0,884,161,1,1,3,3,1,2,2,1,5,2,3,3,2,282790,113116,9426345,23
1637,1484,4,668,43,1,1,2,4,0,1,0,0,3,4,4,5,4,204068,78488,5232500,50
1638,4525,4,740,150,1,1,2,0,0,1,0,2,3,2,4,4,3,211320,95094,5283000,32
1639,1772,0,1158,188,1,1,3,2,1,2,2,0,3,3,2,3,3,385410,62499,10416480,32
1640,3385,6,1840,21,3,2,5,1,1,0,0,0,2,2,2,2,2,518607,235731,15715370,46
1641,1942,2,829,18,1,1,3,3,1,1,2,0,5,2,2,3,2,293758,128519,9179950,33
1642,3821,1,1650,22,1,1,4,0,0,0,2,1,3,3,2,2,2,547681,239610,17115030,29
1643,4050,1,1663,64,1,1,4,4,0,2,2,0,4,4,2,4,4,411826,154435,12869560,21
1644,1692,6,1913,164,3,2,5,4,0,1,2,1,0,4,4,4,4,267167,119522,7030720,16
1645,2367,6,1963,195,3,2,5,0,0,1,2,2,1,2,2,3,2,336842,103644,8636980,9
1646,5738,5,1806,48,2,1,5,1,0,2,2,2,5,4,3,4,4,439164,102472,14638800,21
1647,5271,6,1630,78,2,1,4,4,0,1,0,0,0,4,4,2,4,283900,94633,7279480,24
1648,3429,4,1016,69,1,1,3,0,0,1,2,0,0,3,2,3,2,170003,80528,4473750,33
1649,6268,5,1823,0,2,1,5,4,1,0,1,1,5,2,3,2,2,513194,164222,20527770,26
1650,246,2,1185,92,1,1,3,1,0,0,0,1,3,3,3,3,3,384019,99102,12387700,30
1651,4068,4,1478,71,2,2,4,3,0,1,1,1,0,4,4,4,4,182809,62423,4458750,49
1652,6326,2,875,176,1,1,3,4,1,1,1,0,4,2,2,2,2,239050,68300,8537500,26
1653,2651,3,2087,31,3,2,5,4,1,1,0,0,3,5,4,3,4,369686,254159,11552700,5
1654,5606,1,1970,180,2,1,5,4,1,1,1,2,4,2,2,3,2,383698,68518,13703500,10
1655,6829,6,1645,35,2,1,4,4,1,0,2,1,3,5,3,2,3,459380,194888,13920600,10
1656,503,5,1856,76,2,1,5,3,0,0,2,2,3,3,3,3,3,684272,136854,19550620,41
1657,6837,6,1782,110,2,1,4,1,1,0,2,0,3,4,2,4,3,642746,208892,16068640,32
1658,1467,4,1465,192,2,2,4,0,1,1,0,2,0,2,3,3,3,300659,83161,6397000,34
1659,2486,3,2439,162,4,2,6,4,0,1,2,0,3,4,4,4,4,366951,111197,11119720,26
1660,2792,3,1693,119,2,1,4,0,0,2,0,0,5,3,4,3,3,411540,182907,11431660,10
1661,4012,1,1737,174,1,1,4,1,0,2,2,2,3,3,2,4,3,319831,115139,12793250,21
1662,1180,4,1111,91,1,1,3,4,1,1,0,0,5,3,2,3,3,284831,129469,8631250,41
1663,1419,3,2485,50,4,2,6,3,0,0,0,2,4,3,2,2,2,740382,379683,18984160,8
1664,6998,6,1568,110,2,1,4,1,1,2,2,0,5,2,4,3,3,471795,161404,12415670,11
1665,1478,4,512,4,1,1,2,2,0,0,2,0,1,3,3,3,3,167824,41956,5244500,26
1666,3231,2,958,51,1,1,3,0,0,0,0,1,3,4,2,3,3,353778,96485,10720550,9
1667,3294,5,1565,35,1,1,4,0,1,0,2,0,5,3,2,2,2,787401,255905,19685020,31
1668,1343,3,1706,67,2,1,4,0,1,0,2,2,3,3,4,4,4,662406,244802,14400140,27
1669,2118,6,1616,33,2,1,4,3,1,1,2,2,5,5,3,2,3,373484,80753,10094160,53
1670,367,1,1531,35,1,1,4,0,0,0,2,2,4,4,3,3,3,681741,139844,17480550,20
1671,4477,1,1636,5,1,1,4,0,1,2,2,0,3,4,3,2,3,521841,214088,13380530,20
1672,5290,3,1997,58,3,2,5,1,1,0,2,2,3,3,3,2,2,625841,345860,16469500,15
1673,728,2,915,125,1,1,3,4,1,2,2,2,3,3,2,3,3,243999,40667,8133300,37
1674,2724,0,1046,138,1,1,3,3,0,0,2,1,2,4,2,2,2,408888,129123,10760220,28
1675,5332,3,1465,11,2,1,4,1,0,1,2,0,5,4,3,2,3,507409,182667,10148180,9
1676,2794,3,1399,184,2,1,4,4,1,2,2,0,5,4,3,3,3,427814,106953,10695340,28
1677,850,2,1126,96,1,1,3,2,0,2,1,0,3,2,3,3,3,293130,79944,8882720,18
1678,4324,4,1368,144,2,2,4,2,0,1,0,2,3,2,2,2,2,311639,108396,6774750,37
1679,6219,2,709,156,1,1,2,2,0,1,2,1,4,4,3,5,4,199494,19306,6435300,14
1680,5498,5,1550,39,1,1,4,3,0,1,1,2,4,2,2,2,2,399932,144420,11109230,19
1681,3430,6,1882,99,3,2,5,4,1,0,2,2,0,3,4,4,4,512612,199349,14239220,16
1682,6332,1,1538,62,1,1,4,4,1,1,2,0,3,3,3,3,3,294136,90503,11312920,36
1683,4957,6,1881,169,3,2,5,2,0,0,2,2,3,2,2,3,2,565335,260924,14495770,41
1684,3887,0,641,168,1,1,2,1,0,0,2,2,4,2,2,3,2,348175,89531,9947855,17
1685,5898,1,1912,53,2,1,5,3,0,1,2,2,3,4,2,4,3,358580,74189,12364840,17
1686,2023,2,1194,116,1,1,3,4,1,0,2,0,3,2,4,3,3,424193,150520,13683650,35
1687,2311,4,1502,114,2,2,4,3,1,1,1,0,4,5,2,4,4,391787,233206,9328250,31
1688,904,1,1649,145,1,1,4,4,0,0,1,0,4,4,4,3,3,564110,131626,18803650,10
1689,2066,4,854,118,1,1,2,4,0,1,0,0,5,2,3,4,3,280525,98563,7581750,5
1690,1434,3,2388,147,4,2,6,2,1,1,0,2,3,3,2,2,2,600726,240290,12014520,6
1691,2993,4,1381,138,2,2,4,1,0,1,2,0,3,2,4,2,3,281733,107721,8286250,5
1692,5987,2,838,33,1,1,3,4,1,0,2,0,5,2,4,4,3,402420,195113,12194550,37
1693,4679,3,1684,71,2,1,4,0,1,0,0,2,4,2,3,3,3,674768,299897,14994840,22
1694,331,1,1740,36,1,1,4,1,1,1,2,0,4,4,4,2,3,479359,219136,13695970,31
1695,4996,5,1918,78,2,1,5,2,1,0,2,1,4,4,3,4,4,746911,207475,20747530,44
1696,4358,4,669,154,1,1,2,0,0,2,2,1,4,4,4,4,4,168634,127753,5110125,37
1697,749,2,965,92,1,1,3,3,0,2,2,0,5,3,4,3,4,250258,163630,9625300,26
1698,6766,6,1899,91,3,2,5,3,0,1,2,2,1,3,4,3,3,295169,75901,8433410,18
1699,6201,6,1553,52,2,1,4,4,0,1,1,1,2,4,3,2,3,216526,87964,6766430,19
1700,3195,4,976,90,1,1,3,0,1,1,2,2,3,3,2,2,2,262029,165492,6895500,18
1701,6489,1,1628,133,1,1,4,1,0,1,0,0,4,2,2,2,2,493410,151819,12651550,10
1702,6516,2,894,117,1,1,3,4,1,2,0,2,4,3,3,5,4,235008,153659,9038780,28
1703,368,1,1734,86,1,1,4,0,0,1,1,1,3,3,4,2,3,409406,199454,10497580,24
1704,1757,4,662,140,1,1,2,2,0,0,0,1,2,3,2,2,2,248602,111617,5073500,50
1705,6407,0,994,106,1,1,3,3,0,0,0,0,0,2,4,2,3,433395,54174,10834880,12
1706,1549,2,1033,4,1,1,3,4,0,0,2,1,5,4,2,4,3,304689,117188,11718800,28
1707,2694,4,1462,182,2,2,4,4,0,1,1,1,0,4,2,2,3,213714,95953,4361500,29
1708,83,1,1662,18,1,1,4,3,1,0,1,1,4,3,4,3,3,610395,362422,19074830,14
1709,5078,3,1865,103,3,2,5,2,0,1,0,0,3,4,4,4,4,414093,128172,9859360,18
1710,3428,4,1042,47,1,1,3,3,1,2,1,2,0,2,3,3,2,163223,126366,5265250,38
1711,1970,2,828,116,1,1,3,1,0,2,2,1,4,4,3,2,3,249251,105743,7553060,22
1712,168,2,850,122,1,1,3,3,0,1,2,2,3,2,2,4,2,213713,85485,7123750,9
1713,3552,4,1562,8,2,2,4,2,1,0,2,1,3,3,3,4,3,488437,249898,11359000,48
1714,2154,3,1425,182,2,1,4,0,1,1,0,0,3,2,4,2,2,292863,234290,9762100,5
1715,1803,1,1813,169,2,1,5,4,0,2,0,1,4,3,4,3,3,321634,136076,12370550,43
1716,6962,6,1973,91,3,2,5,1,0,1,2,0,1,2,3,3,2,322667,152370,8962970,46
1717,640,1,1558,168,1,1,4,3,0,1,2,2,3,2,4,4,3,411987,140943,10841760,13
1718,6848,6,1702,104,2,1,4,4,1,1,2,1,5,4,4,4,4,395487,202814,10140700,25
1719,61,5,1781,187,1,1,4,2,0,0,2,1,3,2,4,2,2,646524,89795,17959010,38
1720,3412,5,1538,32,1,1,4,2,1,0,1,2,3,4,3,3,3,638976,212992,17749320,21
1721,1507,6,1906,81,3,2,5,2,1,0,2,2,3,4,4,4,4,564492,215835,16602700,5
1722,274,1,1782,48,1,1,4,0,1,2,2,2,5,3,3,4,3,539289,179763,14980260,20
1723,6147,0,848,46,1,1,3,4,1,0,2,2,3,4,3,4,4,413166,68861,11476830,22
1724,677,2,737,137,1,1,2,3,1,0,2,1,4,4,3,3,4,267181,71933,10276200,16
1725,5668,5,1512,55,1,1,4,3,1,2,1,2,5,3,3,2,2,549504,164851,13737610,10
1726,4051,3,1956,29,3,2,5,3,1,1,2,2,4,2,2,3,3,477705,261600,11373920,6
1727,2750,3,1402,61,2,1,4,4,0,0,2,0,5,4,3,2,3,484166,248626,13085580,19
1728,4015,2,779,119,1,1,2,2,1,2,2,2,3,2,3,3,3,196946,106048,7574830,39
1729,6389,1,1625,118,1,1,4,0,0,2,2,0,3,2,4,4,3,314222,84598,12085470,41
1730,6474,1,1724,136,1,1,4,0,0,2,1,2,3,4,3,2,3,444151,160388,12337540,16
1731,2769,3,2277,181,4,2,6,0,1,2,2,0,4,2,4,4,3,412626,226279,13310520,29
1732,752,5,1692,24,1,1,4,2,1,2,2,2,4,4,4,3,3,437437,164039,13669910,29
1733,6212,2,1184,105,1,1,3,4,1,0,2,1,5,3,4,2,3,429680,166328,13860650,27
1734,1404,4,657,63,1,1,2,2,0,2,1,1,2,4,4,4,4,112960,72878,3643875,43
1735,1590,2,942,191,1,1,3,1,0,1,2,1,4,2,5,4,4,225230,93199,7766550,17
1736,6919,6,1535,93,2,1,4,4,1,0,2,0,4,2,2,2,2,440567,127907,14211850,40
1737,418,2,966,18,1,1,3,0,1,0,2,2,5,4,4,3,4,436651,79391,13231850,27
1738,3244,4,1294,81,1,1,3,1,1,2,2,1,5,4,3,4,4,338948,155733,9160750,22
1739,3455,3,2042,3,3,2,5,0,1,2,2,2,3,4,4,5,4,485789,165879,11848520,14
1740,2110,0,1110,53,1,1,3,3,1,2,2,0,0,2,3,4,3,342442,94172,8561060,24
1741,5128,2,819,77,1,1,3,1,1,1,2,2,3,2,3,4,3,268353,138242,8131900,21
1742,513,2,1132,10,1,1,3,3,0,0,2,2,5,4,3,2,3,411291,54839,13709700,14
1743,6172,0,900,20,1,1,3,1,1,2,2,0,4,2,4,2,2,313982,30385,10128440,36
1744,5578,3,2486,68,4,2,6,0,1,0,2,0,3,4,4,2,3,941567,470784,19615980,19
1745,1130,4,896,107,1,1,3,3,1,0,2,1,0,3,2,3,3,216496,74421,6765500,10
1746,5038,6,1749,31,2,1,4,0,1,0,0,0,3,2,2,3,2,569379,323161,15388610,43
1747,6437,2,1252,54,2,1,4,3,1,0,2,2,4,3,4,2,3,491781,223537,14902450,19
1748,964,2,1234,6,2,1,4,4,0,0,2,2,5,2,4,4,4,345554,55289,13822150,37
1749,1729,3,2306,49,4,2,6,2,1,1,2,2,3,3,2,2,2,362217,203747,11319280,24
1750,3481,2,814,126,1,1,3,0,0,2,2,0,5,3,2,4,3,293401,115582,8890930,25
1751,422,2,878,48,1,1,3,4,0,2,0,0,5,2,4,3,3,248653,138140,9209360,18
1752,3953,2,1053,176,1,1,3,2,0,0,2,0,5,4,2,2,3,383305,185044,13217400,20
1753,6681,5,1809,192,2,1,5,2,0,0,2,2,4,3,2,3,3,621070,280483,20034510,13
1754,33,1,1871,25,2,1,5,3,0,2,0,0,5,3,4,2,3,447127,134138,14904220,32
1755,1518,2,802,92,1,1,3,0,1,0,1,1,3,2,5,2,3,311094,145826,9721700,38
1756,1822,2,1191,189,1,1,3,4,1,1,1,0,4,4,2,3,3,257245,69258,9894050,23
1757,5951,0,1025,170,1,1,3,1,0,2,0,0,5,4,4,5,4,325308,32531,10843610,33
1758,2290,3,1392,74,2,1,4,2,0,0,2,2,4,2,2,4,3,454595,196582,12286360,8
1759,3906,3,2499,200,4,2,6,3,1,2,2,2,3,4,4,3,4,535917,334948,13397920,7
